order_id,customer_id,store_id,order_date,status
795,447,19,2023-10-09,Returned
796,316,9,2024-07-03,cancelled
797,465,7,2024-12-14,CANCELLED
798,136,7,2023-10-13,PENDING
799,278,7,2025-08-05,canceled
800,405,11,2024-01-10,shipped
801,139,15,2024-11-30,Cancelled
802,282,1,2023-05-17,Returned
803,299,17,2025-05-11,SHIPPED
804,56,13,2024-10-03,shipped
805,22,9,2023-08-09,complete
806,105,19,2023-05-03,Cancelled
807,113,19,2024-06-30,cancelled
808,163,6,2025-02-23,Pending
809,499,16,2023-09-13,cancelled
810,457,8,2024-07-26,canceled
811,435,7,2024-04-20,returned
812,197,13,2023-02-17,Returned
813,176,16,2025-11-05,PENDING
814,308,13,2023-12-11,CANCELLED
815,367,8,2025-02-16,completed
816,331,15,2023-02-14,Shipped
817,229,3,2025-06-14,shipped
818,81,19,2025-11-25,Completed
819,390,6,2023-07-09,Cancelled
820,232,5,2025-06-11,cancelled
821,35,3,2023-04-17,Pending
822,217,8,2023-02-05,COMPLETED
823,419,18,2023-09-12,shipped
824,478,1,2024-10-28,completed
825,202,2,2025-08-18,shipped
826,126,4,2024-05-23,Completed
827,1,17,2025-09-30,Shipped
828,332,12,2025-04-09,SHIPPED
829,65,7,2023-05-31,canceled
830,196,12,2023-02-18,completed
831,385,19,2023-10-14,cancelled
832,463,16,2025-03-28,PENDING
833,27,5,2023-07-27,returned
834,447,20,2024-08-25,Returned
835,434,12,2024-11-09,Pending
836,382,9,2023-05-03,shipped
837,409,12,2024-10-30,complete
838,222,2,2025-11-02,Shipped
839,375,9,2023-10-22,COMPLETED
840,113,10,2023-01-25,PENDING
841,78,19,2024-06-06,COMPLETED
842,373,3,2024-03-24,Returned
843,416,20,2025-02-01,Cancelled
844,462,11,2024-10-30,Cancelled
845,126,1,2025-06-07,canceled
846,208,19,2024-09-07,pending
847,113,8,2025-08-08,shipped
848,291,3,2024-05-11,COMPLETED
849,30,14,2023-11-12,CANCELLED
850,121,16,2025-03-22,cancelled
851,85,20,2024-10-31,complete
852,5,14,2025-10-05,pending
853,99181,10,2025-01-21,shipped
854,85,11,2023-07-24,Completed
855,99,13,2025-10-01,COMPLETED
856,34,9,2023-11-19,complete
857,146,11,2023-11-30,shipped
858,335,13,2025-05-06,canceled
859,237,5,2023-03-17,complete
860,65,3,2024-08-01,cancelled
861,63,18,2024-09-11,Returned
862,201,3,2023-04-11,Cancelled
863,238,13,2024-10-24,SHIPPED
864,385,6,2023-01-16,Cancelled
865,172,5,2024-05-06,Cancelled
866,214,1,2025-01-08,shipped
867,396,17,2024-02-18,Cancelled
868,303,20,2024-02-07,Completed
869,281,15,2023-04-02,
870,33,14,2025-08-07,cancelled
871,115,10,2023-03-21,Cancelled
872,99234,15,2024-05-04,COMPLETED
873,417,14,2023-02-03,canceled
874,255,7,2025-12-29,complete
875,200,11,2023-12-29,SHIPPED
876,485,4,2023-09-23,Pending
877,213,14,2024-02-22,canceled
878,281,3,2023-11-15,completed
879,395,9,2024-01-02,complete
880,274,4,2025-09-12,COMPLETED
881,91,7,2024-05-27,COMPLETED
882,176,18,2024-02-02,shipped
883,406,4,2025-11-15,Pending
884,397,3,2024-04-09,Returned
885,165,7,2023-03-27,shipped
886,191,14,2023-01-16,COMPLETED
887,267,4,2023-10-06,CANCELLED
888,403,11,2024-05-18,canceled
889,481,5,2024-06-12,Cancelled
890,39,12,2023-06-03,SHIPPED
891,168,3,2023-10-09,complete
892,136,11,2023-09-11,COMPLETED
893,431,18,2023-06-13,canceled
894,52,2,2024-09-30,CANCELLED
895,36,19,2023-01-09,Returned
896,55,19,2024-05-22,complete
897,99223,5,2023-12-13,cancelled
898,99535,19,2024-01-20,SHIPPED
899,99,10,2024-12-06,SHIPPED
900,128,4,2025-05-10,completed
901,98,5,2024-01-13,cancelled
902,128,3,2025-03-19,complete
903,368,1,2025-04-26,pending
904,64,11,2025-04-21,Cancelled
905,326,13,2024-12-24,cancelled
906,224,1,2025-06-06,Completed
907,105,10,2023-10-16,completed
908,34,12,2024-09-12,Cancelled
909,139,8,2025-06-16,
910,113,18,2025-11-09,Cancelled
911,354,17,2024-09-27,complete
912,415,18,2025-12-21,completed
913,99786,18,2025-05-09,
914,157,14,2024-05-29,PENDING
915,492,19,2024-12-31,PENDING
916,440,16,2024-05-08,SHIPPED
917,99078,5,2024-04-18,returned
918,38,18,2025-06-22,PENDING
919,132,19,2025-04-17,returned
920,473,4,2023-07-11,cancelled
921,278,1,2025-09-29,SHIPPED
922,258,19,2099-07-22,shipped
923,85,4,2023-02-13,Pending
924,92,7,2024-02-09,returned
925,61,7,2025-01-20,canceled
926,353,6,2025-08-28,Completed
927,458,3,2023-11-19,complete
928,86,17,2025-12-23,CANCELLED
929,305,19,2024-03-17,returned
930,110,1,2024-02-06,returned
931,60,5,2023-04-21,complete
932,333,5,2023-04-19,cancelled
933,26,20,2023-06-01,CANCELLED
934,134,5,2024-01-01,PENDING
935,358,17,2023-10-30,COMPLETED
936,85,11,2023-03-03,
937,13,1,2023-06-21,COMPLETED
938,488,15,2025-01-30,completed
939,161,4,2025-10-29,Cancelled
940,76,19,2025-09-03,COMPLETED
941,148,2,2024-10-05,SHIPPED
942,26,933,2024-05-18,COMPLETED
943,272,13,2023-09-09,Cancelled
944,190,12,2024-09-27,Shipped
945,21,2,2025-04-12,returned
946,9,17,2024-01-14,Completed
947,130,4,2025-12-19,Cancelled
948,281,16,2024-05-24,PENDING
949,138,3,2023-10-17,canceled
950,331,10,2025-04-14,SHIPPED
951,370,17,2025-06-01,Cancelled
952,421,13,2023-11-17,canceled
953,207,12,2024-11-27,PENDING
954,12,16,2025-02-11,canceled
955,272,1,2024-04-07,Pending
956,372,15,2023-05-07,canceled
957,437,7,2024-03-18,shipped
958,301,4,2025-03-19,complete
959,233,4,2023-04-09,COMPLETED
960,111,11,2024-04-07,Completed
961,471,17,2025-10-14,Shipped
962,440,18,2025-12-10,
963,416,4,2024-11-16,pending
964,7,13,2024-11-14,Cancelled
965,306,14,2023-01-07,Shipped
966,69,3,2024-09-29,canceled
967,119,16,2024-12-03,SHIPPED
968,81,20,2025-11-01,Cancelled
969,48,2,2024-08-25,Completed
970,399,8,2025-10-05,Completed
971,383,1,2023-03-28,Completed
972,200,20,2023-07-01,Shipped
973,165,7,2023-07-24,Cancelled
974,419,18,2024-01-11,Returned
975,463,7,2025-12-10,Completed
976,284,967,2025-07-05,cancelled
977,282,17,2023-10-07,shipped
978,53,15,2023-02-06,shipped
979,34,10,2024-01-08,returned
980,85,20,2025-05-11,Shipped
981,426,20,2025-07-23,pending
982,197,19,2024-05-23,canceled
983,159,7,2023-12-25,cancelled
984,497,19,2023-04-23,Returned
985,235,1,2025-06-24,cancelled
986,344,12,2024-05-14,completed
987,424,944,2025-04-14,pending
988,223,18,2023-10-29,pending
989,402,19,2025-02-13,PENDING
990,219,5,2024-01-25,CANCELLED
991,129,9,2025-03-27,canceled
992,461,1,2023-12-03,completed
993,308,13,2023-05-09,Shipped
994,343,20,2024-11-16,completed
995,271,9,2023-06-14,CANCELLED
996,91,17,2024-02-06,SHIPPED
997,189,9,2024-07-07,returned
998,30,15,2023-10-14,SHIPPED
999,177,3,2025-10-04,Shipped
1000,290,20,2023-05-17,Shipped
1001,135,7,2024-02-11,pending
1002,367,7,2024-12-07,returned
1003,6,6,2023-07-28,Shipped
1004,122,11,2023-09-29,shipped
1005,230,18,2024-08-30,Pending
1006,73,10,2025-11-11,SHIPPED
1007,122,9,2023-07-28,pending
1008,256,6,2024-01-18,COMPLETED
1009,302,6,2023-07-29,SHIPPED
1010,377,20,2025-06-15,cancelled
1011,449,17,2023-12-29,SHIPPED
1012,385,1,2025-10-06,SHIPPED
1013,61,2,2025-04-04,Shipped
1014,441,12,2023-01-05,Pending
1015,168,3,2025-03-16,completed
1016,230,9,2025-04-09,Pending
1017,168,15,2023-03-22,Cancelled
1018,278,18,2023-02-03,Completed
1019,488,8,2025-06-06,Cancelled
1020,67,20,2024-11-22,COMPLETED
1021,232,17,2025-07-26,Completed
1022,183,8,2025-04-02,Pending
1023,141,3,2023-05-11,returned
1024,197,20,2025-06-12,pending
1025,265,16,2023-03-20,completed
1026,321,12,2023-04-17,shipped
1027,373,15,2023-03-20,Cancelled
1028,383,12,2024-07-03,Shipped
1029,72,20,2024-08-25,pending
1030,434,13,2024-03-31,complete
1031,41,11,2024-01-18,Returned
1032,200,19,2023-12-18,cancelled
1033,352,8,2025-10-30,shipped
1034,251,13,2024-10-26,Returned
1035,134,7,2024-09-19,COMPLETED
1036,247,6,2023-04-07,CANCELLED
1037,20,12,2024-03-06,canceled
1038,168,7,2023-12-22,SHIPPED
1039,269,14,2025-07-05,Cancelled
1040,443,4,2024-08-03,Completed
1041,197,4,2025-12-08,pending
1042,99369,17,2025-12-14,Shipped
1043,170,14,2025-05-02,SHIPPED
1044,227,6,2023-10-11,CANCELLED
1045,144,11,2025-05-14,CANCELLED
1046,148,5,2024-09-15,COMPLETED
1047,171,1,2023-03-22,shipped
1048,450,8,2023-09-26,complete
1049,36,11,2024-11-27,SHIPPED
1050,52,10,2025-11-30,Returned
1051,354,8,2025-05-16,returned
1052,212,1,2023-09-23,Pending
1053,487,17,2024-03-23,complete
1054,33,20,2023-10-21,canceled
1055,379,911,2025-11-30,Pending
1056,177,6,2025-08-23,returned
1057,180,11,2024-06-17,Cancelled
1058,442,2,2024-10-28,returned
1059,124,13,2023-04-19,returned
1060,90,7,2024-02-11,PENDING
1061,495,1,2024-10-29,PENDING
1062,490,14,2024-10-31,canceled
1063,122,11,2025-01-14,PENDING
1064,137,16,2025-08-06,cancelled
1065,127,19,2024-11-12,Returned
1066,93,20,2099-06-17,returned
1067,127,20,2025-08-17,complete
1068,419,19,2025-11-28,complete
1069,374,2,2024-01-21,Cancelled
1070,416,15,2025-11-28,returned
1071,379,12,2025-11-19,Shipped
1072,473,2,2024-02-18,cancelled
1073,418,19,2024-10-18,Pending
1074,293,3,2023-02-16,Pending
1075,301,1,2023-07-09,PENDING
1076,467,953,2025-08-20,Returned
1077,75,5,2023-11-07,returned
1078,72,20,2023-07-02,complete
1079,62,2,2025-07-03,returned
1080,319,7,2023-03-17,Shipped
1081,339,10,2025-12-02,canceled
1082,12,13,2025-12-10,completed
1083,69,10,2025-02-08,PENDING
1084,496,13,2023-05-16,completed
1085,335,12,2023-09-20,completed
1086,233,9,2024-01-26,CANCELLED
1087,391,7,2023-02-25,pending
1088,477,4,2025-01-11,Returned
1089,318,3,2025-06-02,SHIPPED
1090,145,4,2024-12-02,Pending
1091,329,989,2024-08-07,completed
1092,208,19,2025-07-13,canceled
1093,303,12,2025-01-31,cancelled
1094,71,9,2025-08-03,Completed
1095,264,7,2023-02-24,SHIPPED
1096,205,3,2025-09-28,completed
1097,344,4,2023-10-31,complete
1098,238,17,2023-03-28,Completed
1099,41,10,2025-01-09,Returned
1100,90,7,2023-02-20,shipped
1101,182,14,2024-06-03,completed
1102,412,7,2025-04-04,returned
1103,456,5,2023-06-11,cancelled
1104,244,2,2024-06-28,canceled
1105,13,4,2023-04-14,returned
1106,11,9,2024-04-28,COMPLETED
1107,359,9,2023-01-07,COMPLETED
1108,131,17,2023-03-19,Returned
1109,311,16,2024-04-03,returned
1110,196,10,2023-07-29,complete
1111,488,16,2024-06-29,CANCELLED
1112,353,19,2024-08-15,returned
1113,422,6,2025-06-01,pending
1114,264,18,2023-12-18,Pending
1115,323,9,2023-07-14,COMPLETED
1116,385,17,2025-10-30,returned
1117,43,1,2025-10-28,completed
1118,497,13,2024-06-16,complete
1119,183,8,2025-06-20,completed
1120,14,2,2025-05-07,COMPLETED
1121,97,3,2024-09-05,COMPLETED
1122,256,19,2024-07-07,SHIPPED
1123,238,13,2025-09-04,Completed
1124,61,3,2025-05-17,Returned
1125,91,18,2024-04-04,complete
1126,409,13,2024-01-08,SHIPPED
1127,313,18,2024-05-24,SHIPPED
1128,160,15,2023-01-24,Shipped
1129,183,8,2025-04-12,completed
1130,405,9,2025-12-30,cancelled
1131,71,13,2025-09-09,returned
1132,12,3,2023-07-02,complete
1133,372,20,2023-12-01,SHIPPED
1134,369,1,2024-11-30,Cancelled
1135,206,1,2023-12-06,canceled
1136,316,11,2023-03-06,Cancelled
1137,206,16,2025-09-18,COMPLETED
1138,133,19,2023-03-27,completed
1139,283,9,2023-06-13,complete
1140,319,13,2025-02-10,cancelled
1141,357,15,2024-09-30,canceled
1142,168,9,2024-10-04,complete
1143,348,16,2025-01-09,Completed
1144,41,2,2024-04-10,Shipped
1145,211,5,2023-07-24,shipped
1146,4,20,2024-09-08,Cancelled
1147,193,9,2025-06-09,CANCELLED
1148,8,10,2024-10-06,returned
1149,293,10,2024-10-15,completed
1150,401,13,2025-02-19,Pending
1151,149,13,2024-11-15,Completed
1152,218,6,2023-08-31,returned
1153,356,10,2025-04-01,COMPLETED
1154,91,4,2023-07-09,Cancelled
1155,199,1,2023-01-31,Shipped
1156,287,3,2023-12-21,shipped
1157,7,9,2025-07-02,Cancelled
1158,218,4,2023-12-04,cancelled
1159,176,12,2025-03-01,returned
1160,326,9,2025-11-18,cancelled
1161,186,9,2023-04-07,Cancelled
1162,334,5,2024-02-08,pending
1163,366,10,2025-10-03,COMPLETED
1164,204,8,2024-08-24,Pending
1165,445,18,2025-02-16,Returned
1166,99555,3,2025-03-03,Cancelled
1167,17,8,2024-10-27,pending
1168,170,10,2023-01-25,complete
1169,203,17,2024-08-09,SHIPPED
1170,131,12,2024-06-19,PENDING
1171,353,20,2024-03-21,complete
1172,387,11,2024-05-08,returned
1173,131,13,2025-05-21,pending
1174,307,11,2025-09-12,Returned
1175,349,13,2024-04-21,Shipped
1176,68,18,2024-04-08,cancelled
1177,78,18,2025-10-20,Pending
1178,89,17,2023-04-12,PENDING
1179,418,6,2024-04-16,
1180,237,4,2023-04-03,Returned
1181,281,10,2024-01-23,canceled
1182,460,11,2024-05-14,Completed
1183,401,18,2023-10-11,CANCELLED
1184,18,993,2023-02-04,Pending
1185,143,19,2025-02-15,completed
1186,222,13,2025-05-14,Shipped
1187,45,8,2099-07-31,CANCELLED
1188,473,9,2025-08-19,shipped
1189,221,7,2024-08-25,Shipped
1190,402,8,2025-06-06,complete
1191,339,20,2023-05-29,SHIPPED
1192,40,13,2023-02-17,completed
1193,452,12,2025-07-19,Pending
1194,41,1,2025-01-24,returned
1195,498,15,2025-09-23,pending
1196,95,4,2023-10-24,Shipped
1197,91,20,2025-09-04,returned
1198,468,12,2024-06-29,shipped
1199,427,11,2025-06-10,pending
1200,255,19,2023-02-06,Shipped
1201,176,2,2025-07-29,Cancelled
1202,91,18,2024-11-02,Cancelled
1203,267,17,2024-01-10,returned
1204,199,18,2025-02-03,shipped
1205,386,3,2023-08-26,Pending
1206,56,3,2024-10-07,Completed
1207,419,15,2023-04-20,Completed
1208,221,1,2023-01-10,COMPLETED
1209,160,11,2024-08-23,returned
1210,110,14,2024-12-06,Returned
1211,376,20,2025-11-20,PENDING
1212,43,3,2023-03-14,shipped
1213,207,6,2023-05-21,shipped
1214,452,11,2023-11-07,Cancelled
1215,382,7,2024-03-24,canceled
1216,281,6,2024-10-13,canceled
1217,25,2,2025-07-01,Completed
1218,172,12,2025-03-24,completed
1219,171,11,2023-08-08,canceled
1220,308,8,2023-07-24,returned
1221,49,1,2023-10-19,returned
1222,360,1,2025-04-11,cancelled
1223,138,3,2023-12-29,pending
1224,402,19,2025-01-01,Pending
1225,359,3,2024-10-16,Pending
1226,409,19,2024-06-15,CANCELLED
1227,490,4,2025-06-26,returned
1228,182,19,2025-01-19,COMPLETED
1229,148,20,2024-03-18,completed
1230,61,944,2023-09-16,SHIPPED
1231,498,3,2023-05-28,complete
1232,173,20,2023-12-23,cancelled
1233,175,12,2025-03-05,Returned
1234,330,19,2025-05-27,Completed
1235,225,2,2024-05-09,pending
1236,340,10,2024-09-20,shipped
1237,202,13,2023-11-18,
1238,6,7,2025-02-16,Shipped
1239,276,19,2023-05-06,pending
1240,170,3,2023-02-01,Completed
1241,430,12,2024-05-15,SHIPPED
1242,78,4,2023-07-01,pending
1243,99917,15,2024-11-15,returned
1244,96,19,2025-05-17,cancelled
1245,344,6,2023-01-18,shipped
1246,131,15,2023-02-20,returned
1247,432,18,2023-01-13,Pending
1248,372,3,2024-12-23,complete
1249,371,946,2023-07-13,SHIPPED
1250,282,19,2024-10-02,Returned
1251,196,2,2023-04-14,cancelled
1252,359,7,2023-05-18,pending
1253,461,17,2024-07-19,Completed
1254,71,16,2099-11-29,PENDING
1255,321,8,2023-10-05,Cancelled
1256,143,5,2025-12-10,shipped
1257,359,5,2023-01-27,Completed
1258,77,5,2023-09-25,pending
1259,191,2,2023-09-25,Completed
1260,2,2,2024-12-06,returned
1261,463,20,2024-04-04,completed
1262,46,3,2025-08-19,Completed
1263,384,7,2023-09-02,cancelled
1264,421,20,2025-03-03,COMPLETED
1265,61,1,2025-10-23,shipped
1266,497,15,2023-03-25,pending
1267,202,2,2024-09-12,Cancelled
1268,495,7,2024-09-19,cancelled
1269,155,13,2023-12-09,Pending
1270,428,10,2023-10-28,pending
1271,482,11,2024-06-29,Completed
1272,305,20,2023-07-20,pending
1273,465,3,2025-02-17,CANCELLED
1274,369,10,2025-08-01,shipped
1275,121,9,2024-02-19,cancelled
1276,188,17,2025-10-19,Cancelled
1277,373,19,2024-07-04,Shipped
1278,409,11,2024-02-13,shipped
1279,139,20,2025-10-26,SHIPPED
1280,41,10,2025-01-27,completed
1281,480,10,2025-11-06,Shipped
1282,482,13,2025-03-24,complete
1283,233,9,2023-10-07,complete
1284,478,2,2024-06-26,cancelled
1285,213,10,2024-10-10,Completed
1286,337,8,2023-08-02,completed
1287,375,17,2024-12-30,complete
1288,229,18,2024-07-29,Cancelled
1289,456,15,2024-06-15,Returned
1290,330,1,2025-12-19,pending
1291,232,14,2025-03-30,PENDING
1292,467,2,2025-01-01,COMPLETED
1293,167,2,2023-03-16,Pending
1294,96,7,2023-09-03,cancelled
1295,64,7,2025-03-26,COMPLETED
1296,18,7,2025-02-13,pending
1297,465,20,2024-01-17,Returned
1298,369,20,2024-12-22,PENDING
1299,78,15,2024-04-09,Pending
1300,243,8,2024-12-26,SHIPPED
1301,18,3,2023-04-11,Pending
1302,492,17,2023-11-21,Completed
1303,80,12,2024-03-31,Pending
1304,253,14,2024-06-20,Shipped
1305,386,5,2024-03-05,pending
1306,365,4,2024-08-21,pending
1307,351,6,2024-01-01,Completed
1308,317,11,2024-03-08,Shipped
1309,405,8,2023-05-17,Completed
1310,252,8,2023-01-13,canceled
1311,166,3,2024-03-26,Completed
1312,205,16,2025-01-18,Cancelled
1313,164,3,2023-12-23,shipped
1314,138,19,2024-12-01,COMPLETED
1315,109,15,2025-10-14,Returned
1316,10,14,2023-11-21,Returned
1317,46,3,2024-02-18,SHIPPED
1318,237,15,2025-04-11,Returned
1319,252,8,2023-06-13,Pending
1320,346,15,2024-11-25,Returned
1321,122,7,2024-09-24,Shipped
1322,489,19,2024-11-16,Completed
1323,181,12,2025-09-22,canceled
1324,472,1,2099-04-13,returned
1325,341,16,2025-04-01,returned
1326,46,7,2025-02-28,Completed
1327,12,12,2024-10-06,Completed
1328,140,20,2024-01-17,complete
1329,184,13,2024-04-01,shipped
1330,92,4,2023-11-27,PENDING
1331,41,20,2024-08-16,CANCELLED
1332,145,14,2024-05-22,Cancelled
1333,150,10,2024-06-11,canceled
1334,476,8,2024-05-11,Cancelled
1335,116,9,2025-04-19,Pending
1336,169,5,2025-09-03,Cancelled
1337,496,997,2025-07-01,complete
1338,246,17,2024-12-13,SHIPPED
1339,300,5,2023-03-18,Cancelled
1340,196,5,2024-04-02,pending
1341,55,4,2024-02-22,Shipped
1342,305,11,2024-11-21,completed
1343,413,19,2024-03-23,shipped
1344,357,13,2024-03-29,shipped
1345,456,14,2023-11-19,Completed
1346,235,9,2025-04-12,canceled
1347,297,13,2023-02-27,CANCELLED
1348,292,13,2023-04-13,COMPLETED
1349,225,3,2025-08-11,canceled
1350,80,12,2023-04-07,Cancelled
1351,230,6,2024-02-12,pending
1352,70,11,2025-04-01,PENDING
1353,113,14,2025-08-17,complete
1354,234,1,2025-06-15,Returned
1355,417,2,2023-12-22,Completed
1356,467,19,2024-06-13,completed
1357,487,2,2023-09-18,completed
1358,491,5,2024-08-22,returned
1359,470,18,2025-08-05,Returned
1360,165,14,2023-08-05,Pending
1361,185,8,2025-06-21,pending
1362,33,11,2023-03-24,CANCELLED
1363,145,17,2023-10-29,PENDING
1364,40,4,2023-09-24,complete
1365,22,12,2025-05-01,Completed
1366,461,2,2025-09-19,cancelled
1367,301,20,2024-05-30,CANCELLED
1368,57,6,2023-12-26,Shipped
1369,286,6,2023-02-13,pending
1370,348,9,2025-02-22,PENDING
1371,99552,7,2024-08-16,completed
1372,256,19,2024-11-08,Pending
1373,350,17,2024-12-16,CANCELLED
1374,255,6,2025-03-24,Pending
1375,163,9,2024-01-14,CANCELLED
1376,184,1,2025-05-06,COMPLETED
1377,15,19,2023-11-19,COMPLETED
1378,476,7,2023-03-28,Shipped
1379,343,5,2025-04-16,canceled
1380,22,3,2024-11-17,completed
1381,50,4,2024-04-01,Completed
1382,437,6,2023-05-12,pending
1383,401,10,2025-11-13,shipped
1384,279,16,2025-04-02,
1385,168,18,2023-04-30,pending
1386,22,6,2025-10-26,Returned
1387,168,13,2025-04-02,canceled
1388,223,7,2024-08-29,pending
1389,75,7,2024-01-10,Completed
1390,273,4,2024-07-30,complete
1391,229,14,2024-07-22,Pending
1392,377,2,2024-03-25,completed
1393,362,900,2024-12-13,CANCELLED
1394,447,11,2023-04-06,cancelled
1395,282,12,2023-11-28,Pending
1396,314,15,2025-03-26,returned
1397,440,18,2024-02-28,Shipped
1398,105,16,2025-04-14,CANCELLED
1399,494,13,2023-12-29,SHIPPED
1400,56,909,2024-01-24,Pending
1401,312,18,2025-11-06,Pending
1402,439,16,2024-10-28,completed
1403,253,2,2025-05-15,Pending
1404,276,9,2024-05-21,returned
1405,60,17,2023-08-15,cancelled
1406,339,1,2023-11-05,Shipped
1407,314,19,2023-07-12,canceled
1408,457,11,2024-10-29,SHIPPED
1409,99455,5,2023-02-16,pending
1410,303,10,2023-05-09,Shipped
1411,284,15,2024-09-20,shipped
1412,146,3,2025-11-08,canceled
1413,148,17,2024-12-04,complete
1414,300,9,2024-08-16,Pending
1415,202,11,2023-12-17,Completed
1416,235,13,2024-08-16,completed
1417,274,12,2025-12-01,PENDING
1418,169,18,2024-04-30,Cancelled
1419,55,14,2024-04-29,returned
1420,25,905,2024-12-07,Shipped
1421,399,7,2023-02-05,Shipped
1422,393,15,2024-08-25,Returned
1423,335,16,2023-11-28,Completed
1424,105,4,2023-04-08,canceled
1425,308,2,2025-03-16,SHIPPED
1426,420,6,2024-09-08,pending
1427,313,16,2023-10-08,Pending
1428,64,11,2024-04-28,canceled
1429,256,13,2024-09-13,CANCELLED
1430,224,4,2024-04-19,Returned
1431,148,12,2024-03-22,Completed
1432,66,3,2023-05-20,cancelled
1433,325,16,2023-11-18,cancelled
1434,365,18,2024-10-27,canceled
1435,72,11,2023-07-27,CANCELLED
1436,230,11,2023-04-17,shipped
1437,230,9,2025-08-23,PENDING
1438,225,10,2023-08-18,complete
1439,413,15,2024-02-13,PENDING
1440,262,8,2024-02-04,COMPLETED
1441,103,17,2024-01-09,Returned
1442,416,3,2024-12-23,Returned
1443,285,11,2023-05-09,canceled
1444,109,8,2025-09-15,Completed
1445,55,16,2024-01-21,Returned
1446,381,6,2025-03-25,canceled
1447,70,19,2024-06-10,SHIPPED
1448,27,19,2023-03-01,CANCELLED
1449,273,11,2023-12-02,SHIPPED
1450,148,10,2025-03-09,canceled
1451,430,15,2025-01-29,shipped
1452,169,19,2024-12-14,complete
1453,74,19,2025-08-05,COMPLETED
1454,277,20,2025-07-14,CANCELLED
1455,469,11,2023-07-22,PENDING
1456,82,13,2025-12-07,PENDING
1457,258,14,2023-08-22,Returned
1458,484,19,2023-01-24,Pending
1459,296,11,2023-10-30,SHIPPED
1460,405,11,2025-10-30,returned
1461,99856,7,2023-09-17,
1462,124,3,2023-01-22,pending
1463,158,11,2024-12-16,Completed
1464,168,4,2025-10-25,CANCELLED
1465,109,7,2025-03-31,Returned
1466,72,3,2024-03-20,Shipped
1467,124,2,2023-01-15,SHIPPED
1468,150,8,2023-06-26,Shipped
1469,96,4,2023-07-27,Completed
1470,467,16,2024-01-08,SHIPPED
1471,210,931,2024-08-27,Cancelled
1472,350,2,2023-08-03,CANCELLED
1473,275,10,2025-04-18,shipped
1474,343,1,2023-10-05,Cancelled
1475,217,17,2023-07-29,Cancelled
1476,297,11,2024-03-08,Completed
1477,356,20,2023-01-08,Cancelled
1478,392,11,2024-12-19,CANCELLED
1479,70,4,2025-07-17,SHIPPED
1480,62,13,2024-07-08,Completed
1481,303,17,2023-05-14,Returned
1482,493,8,2024-03-15,returned
1483,120,20,2023-01-26,shipped
1484,448,1,2024-01-17,shipped
1485,21,3,2023-12-15,COMPLETED
1486,183,5,2023-01-15,completed
1487,354,9,2023-07-24,shipped
1488,283,2,2025-09-15,pending
1489,488,19,2025-08-30,Cancelled
1490,105,12,2023-06-10,pending
1491,99852,7,2023-12-20,Completed
1492,270,13,2024-03-16,
1493,335,5,2023-03-13,cancelled
1494,370,19,2025-01-08,completed
1495,310,2,2023-07-16,completed
1496,316,7,2023-03-12,COMPLETED
1497,195,17,2025-08-25,Returned
1498,412,11,2024-07-26,Returned
1499,414,3,2025-08-28,canceled
1500,75,10,2024-08-23,pending
1501,332,5,2024-12-02,Cancelled
1502,376,1,2024-07-10,Returned
1503,12,6,2025-05-11,complete
1504,210,15,2024-09-06,pending
1505,355,18,2024-12-19,complete
1506,164,18,2023-07-06,Shipped
1507,376,18,2025-04-27,SHIPPED
1508,31,17,2025-12-12,completed
1509,421,3,2023-08-13,pending
1510,26,17,2024-02-17,pending
1511,118,9,2025-11-10,Completed
1512,294,14,2024-10-14,completed
1513,103,16,2023-10-31,CANCELLED
1514,112,902,2023-02-07,canceled
1515,233,4,2099-01-10,COMPLETED
1516,409,974,2023-07-09,pending
1517,254,15,2025-12-25,returned
1518,199,993,2024-11-20,COMPLETED
1519,281,9,2025-03-06,Cancelled
1520,61,8,2025-07-01,COMPLETED
1521,285,9,2024-11-06,canceled
1522,99651,1,2023-05-21,cancelled
1523,229,19,2024-05-27,Cancelled
1524,76,4,2023-04-30,completed
1525,277,17,2023-11-08,returned
1526,496,950,2023-10-16,COMPLETED
1527,464,8,2025-01-04,canceled
1528,177,1,2023-01-18,complete
1529,72,11,2023-08-08,COMPLETED
1530,499,19,2023-02-06,Shipped
1531,238,8,2023-04-24,Completed
1532,268,3,2023-03-02,Pending
1533,291,14,2023-05-21,Cancelled
1534,6,14,2025-06-10,Cancelled
1535,497,6,2023-10-23,cancelled
1536,423,4,2023-06-30,
1537,321,10,2025-10-04,shipped
1538,252,18,2023-12-13,complete
1539,235,6,2025-03-18,
1540,415,12,2025-03-30,Cancelled
1541,319,14,2025-06-24,canceled
1542,340,2,2024-03-01,complete
1543,290,10,2023-10-26,Cancelled
1544,158,13,2023-11-09,CANCELLED
1545,130,12,2023-12-02,Pending
1546,354,10,2023-06-30,Returned
1547,42,15,2099-05-25,cancelled
1548,301,17,2025-10-26,Cancelled
1549,12,13,2024-06-15,
1550,23,6,2025-01-29,Cancelled
1551,127,4,2025-04-02,SHIPPED
1552,255,17,2025-02-27,Pending
1553,54,18,2023-04-12,Completed
1554,471,4,2024-05-07,complete
1555,334,2,2023-08-03,pending
1556,351,2,2025-11-05,canceled
1557,421,12,2023-01-20,returned
1558,85,1,2025-08-25,returned
1559,99140,20,2023-04-26,SHIPPED
