order_id,product_id,quantity,discount_pct
1214,85,4,0.0
1215,44,1,0.1
1216,90,1,0.2
1216,18,3,29.0
1217,78,1,0.15
1217,64,2,32.0
1217,53,2,0.0
1218,51,3,0.0
1218,89,3,0.0
1218,36,4,0.0
1218,24,3,0.3
1219,86,5,0.0
1219,100,2,0.05
1219,28,5,0.3
1220,11,4,0.0
1220,82,4,0.05
1220,18,4,0.3
1221,38,4,0.3
1221,18,1,0.0
1221,85,2,0.0
1222,36,3,0.15
1223,31,3,0.05
1223,25,4,0.0
1224,17,1,6.0
1224,39,3,0.0
1224,78,2,0.3
1225,3,3,0.1
1225,50,2,0.0
1225,72,3,0.3
1226,56,5,0.0
1226,9819,4,0.2
1226,15,4,0.0
1226,36,4,0.15
1227,54,1,0.0
1227,94,3,0.05
1228,59,2,0.15
1229,72,3,0.0
1229,41,2,0.0
1230,11,3,0.1
1230,23,2,0.15
1230,72,5,0.2
1230,46,1,0.0
1230,55,5,0.15
1231,55,5,0.0
1231,94,5,0.1
1231,31,3,0.3
1231,38,4,0.0
1231,41,4,0.1
1232,41,2,0.05
1232,54,2,0.3
1232,62,2,0.1
1232,44,4,0.0
1233,74,4,0.05
1233,87,1,0.0
1233,33,4,0.0
1234,25,3,0.15
1234,70,2,0.0
1234,4,2,0.1
1234,30,5,0.2
1235,93,3,0.0
1235,39,2,0.05
1235,40,1,0.0
1236,5,5,0.0
1236,7,3,0.15
1237,1,2,0.15
1237,16,1,0.15
1237,67,2,0.0
1238,99,4,0.2
1238,15,5,0.05
1239,45,2,0.1
1240,15,5,0.05
1240,37,5,0.3
1240,94,5,0.0
1241,51,2,0.2
1242,77,4,0.3
1242,48,5,0.15
1242,55,2,0.15
1242,23,3,0.15
1243,34,2,0.1
1244,25,2,0.15
1244,38,1,0.0
1244,9837,3,35.0
1245,87,4,0.05
1245,40,5,0.15
1245,66,1,0.0
1246,96,4,0.2
1246,52,3,0.0
1246,93,5,0.0
1246,73,2,0.05
1247,96,1,0.0
1247,60,5,6.0
1248,2,2,0.0
1248,8,4,0.1
1248,12,2,0.05
1248,12,1,0.3
1249,45,4,0.05
1249,47,5,0.15
1250,95,4,0.15
1250,16,4,0.05
1251,28,1,0.15
1251,36,1,20.0
1251,97,1,0.1
1252,4,2,0.3
1252,94,4,0.3
1252,20,4,0.0
1252,27,3,0.05
1253,19,2,9.0
1253,24,2,0.05
1253,85,1,0.15
1254,62,5,0.0
1254,72,5,38.0
1254,6,1,0.0
1255,4,2,0.1
1255,22,4,0.0
1255,61,5,0.1
1255,49,-2,0.0
1256,75,5,0.0
1256,9505,5,0.1
1256,92,2,0.3
1257,97,5,0.0
1257,36,0,0.0
1257,45,1,0.0
1257,26,3,0.1
1258,27,4,0.1
1258,50,3,0.0
1258,52,1,0.1
1259,80,5,0.05
1259,23,4,0.0
1260,9,3,0.0
1260,17,2,0.0
1260,60,3,0.0
1260,43,3,0.0
1260,3,2,0.2
1261,36,1,0.0
1261,4,1,0.1
1261,38,2,0.3
1261,18,4,0.05
1262,24,1,0.3
1262,40,1,0.15
1262,96,5,0.0
1262,98,4,0.1
1263,92,5,0.3
1263,91,2,0.3
1263,100,4,0.05
1264,41,2,0.05
1264,36,5,0.2
1264,19,1,0.0
1264,59,2,0.3
1265,11,4,0.1
1265,3,5,0.15
1265,14,3,0.2
1266,30,3,0.0
1266,17,2,0.15
1267,91,5,0.3
1267,22,3,0.2
1267,32,5,0.15
1267,32,3,0.0
1268,33,1,0.15
1268,14,4,0.1
1268,94,3,0.05
1268,31,4,0.3
1269,49,5,0.15
1269,18,1,0.3
1269,49,4,0.1
1270,73,5,33.0
1270,36,4,0.0
1270,89,3,0.0
1270,18,3,0.05
1271,73,1,0.0
1271,2,4,0.05
1272,3,2,0.0
1272,76,1,0.0
1272,30,5,23.0
1272,41,4,0.05
1273,65,5,0.3
1273,70,4,0.0
1273,87,4,0.3
1273,13,4,0.0
1273,90,3,0.0
1274,89,5,0.15
1274,90,2,0.15
1274,83,3,0.0
1274,98,1,0.0
1275,22,4,0.0
1275,13,2,0.0
1275,76,3,0.0
1276,9593,3,0.05
1277,64,1,0.0
1277,64,3,0.0
1277,54,1,0.05
1278,35,4,0.0
1278,14,2,0.0
1279,97,2,0.1
1279,6,5,0.0
1279,53,1,0.05
1279,47,5,0.1
1280,6,1,0.1
1280,96,1,0.3
1280,34,2,0.05
1280,90,5,0.1
1280,89,2,0.0
1281,58,1,0.15
1282,18,4,0.0
1282,24,3,0.3
1282,98,2,0.1
1282,36,2,0.1
1282,54,3,0.0
1283,97,1,0.15
1283,3,5,0.0
1283,21,4,0.1
1283,44,2,0.0
1284,17,2,0.05
1284,49,1,11.0
1284,39,1,0.3
1285,58,2,0.1
1285,24,4,0.2
1285,9278,5,0.2
1286,20,2,0.1
1286,14,1,0.0
1286,90,4,0.05
1286,22,1,0.2
1287,17,5,0.0
1287,76,5,0.05
1287,90,3,0.2
1287,98,4,0.0
1288,1,3,0.0
1288,54,5,0.05
1288,89,1,0.1
1288,85,5,0.0
1288,3,5,0.05
1289,1,2,0.15
1289,68,3,0.3
1290,21,3,0.0
1290,6,4,0.3
1290,51,1,0.0
1291,68,3,0.15
1292,60,4,0.0
1292,13,5,0.05
1292,96,4,0.0
1292,99,4,0.15
1293,86,1,0.0
1293,77,4,0.1
1294,2,3,0.0
1294,46,4,0.15
1294,27,4,0.0
1295,70,2,29.0
1295,97,1,0.05
1296,51,2,0.3
1296,98,2,0.0
1296,87,5,0.0
1297,78,4,0.0
1297,39,1,0.15
1297,73,3,0.05
1298,22,2,0.15
1298,10,1,0.15
1299,96,2,0.0
1299,22,5,0.05
1299,42,3,0.2
1300,64,2,0.2
1300,97,4,2.17
1301,9194,2,0.2
1301,53,5,9.0
1301,91,4,0.3
1302,27,4,0.0
1302,21,4,0.15
1302,19,4,0.0
1302,54,2,0.0
1303,80,1,0.1
1303,35,4,0.2
1303,77,2,0.0
1304,88,5,0.1
1304,27,1,0.3
1304,96,5,0.2
1305,55,5,0.0
1305,79,5,0.2
1306,94,4,0.15
1306,76,2,0.0
1306,16,2,0.0
1307,68,3,0.1
1307,5,4,0.2
1307,47,5,0.0
1308,65,4,0.0
1309,100,5,0.0
1309,92,3,0.0
1309,79,5,0.0
1309,24,3,0.15
1309,25,1,0.05
1310,45,5,0.15
1310,17,2,0.15
1310,67,3,0.0
1310,90,3,0.0
1311,29,2,0.0
1311,64,4,0.1
1311,74,2,0.3
1311,71,5,0.0
1311,7,4,0.1
1312,85,2,0.0
1312,21,2,0.2
1312,77,4,0.0
1312,12,2,0.0
1313,43,5,0.0
1313,29,3,0.0
1313,44,4,0.15
1314,57,2,0.3
1314,73,1,0.0
1314,74,1,0.0
1315,100,4,0.0
1315,32,5,0.1
1315,46,4,0.3
1316,98,2,0.2
1316,19,4,0.2
1316,7,1,0.0
1316,79,1,0.3
1317,44,1,0.1
1317,77,5,0.0
1318,66,2,0.1
1318,8,4,0.0
1318,44,2,0.0
1319,36,3,0.1
1319,58,3,0.3
1319,68,1,0.3
1320,84,3,0.05
1320,90,2,0.05
1321,67,2,0.05
1321,54,1,0.2
1321,50,1,0.0
1321,9,2,0.1
1322,22,4,8.0
1322,66,2,0.15
1322,11,3,0.3
1323,58,4,18.0
1323,100,1,0.15
1323,50,4,0.0
1323,99,3,20.0
1324,23,2,0.2
1324,15,5,0.2
1324,30,3,0.0
1325,7,4,0.05
1325,27,5,0.1
1326,61,4,0.0
1326,32,2,33.0
1326,47,4,0.2
1326,71,3,0.0
1327,12,1,0.05
1327,42,5,0.0
1328,100,4,0.05
1328,79,2,0.3
1328,67,3,0.3
1329,60,2,0.05
1329,76,2,0.0
1329,65,4,0.0
1330,37,5,0.0
1330,85,2,0.1
1330,51,5,0.1
1330,95,1,0.05
1331,33,3,0.05
1331,74,5,0.0
1331,26,2,0.0
1331,78,1,0.1
1331,12,3,0.05
1332,78,3,0.0
1332,99,2,0.05
1332,74,5,0.0
1332,29,2,0.2
1333,99,3,0.0
1333,36,3,0.15
1334,54,3,0.0
1334,79,5,0.0
1334,55,1,0.0
1335,98,3,0.1
1335,33,1,0.3
1335,57,5,0.2
1336,85,4,0.0
1336,29,4,0.0
1336,66,3,0.0
1336,56,3,0.3
1337,63,4,0.05
1337,60,5,0.2
1337,93,3,0.15
1337,20,5,0.2
1337,53,4,0.0
1338,37,3,0.15
1339,48,5,0.0
1339,47,4,0.0
1340,1,5,0.1
1340,100,3,0.05
1340,62,5,0.3
1341,97,3,0.0
1341,57,4,0.0
1342,97,2,0.15
1342,100,5,0.2
1342,72,5,0.05
1342,49,4,0.3
1343,31,5,10.0
1343,41,1,0.2
1343,40,1,0.0
1344,59,2,0.1
1344,54,1,0.0
1344,4,4,0.0
1344,43,3,0.1
1344,9875,5,0.3
1345,12,0,0.1
1345,75,1,0.15
1345,17,3,0.0
1345,84,2,0.0
1346,36,1,0.15
1346,57,2,0.05
1346,18,5,0.0
1347,25,4,0.3
1347,73,4,0.1
1348,76,1,0.3
1349,51,5,0.1
1349,37,1,0.2
1349,32,4,0.15
1350,42,4,0.05
1350,33,2,0.0
1351,87,5,0.15
1352,54,2,0.0
1352,99,5,0.2
1352,92,3,0.3
1352,91,1,0.1
1353,58,2,0.3
1353,36,5,0.05
1353,48,1,0.1
1354,77,3,0.0
1354,89,3,0.2
1354,37,5,0.0
1355,22,3,0.1
1355,53,2,0.0
1356,98,3,0.0
1357,87,1,0.1
1357,79,1,0.0
1357,97,1,0.0
1358,48,4,0.0
1358,84,-2,0.3
1358,39,5,26.0
1358,13,5,0.3
1358,33,4,0.3
1359,59,2,0.0
1359,17,1,0.2
1359,1,5,0.3
1359,48,5,0.0
1359,41,1,0.2
1360,5,2,0.0
1360,68,2,0.0
1361,52,2,0.15
1361,76,3,0.0
1361,77,1,0.2
1362,70,4,0.0
1362,38,1,0.0
1363,84,5,0.0
1363,24,3,0.05
1363,45,4,0.2
1364,33,4,0.0
1364,43,5,0.3
1364,54,2,0.15
1365,67,2,0.0
1365,78,5,0.2
1365,62,4,0.0
1366,99,5,0.0
1366,25,1,0.3
1366,18,2,0.15
1367,49,3,0.1
1367,37,4,0.1
1367,79,3,0.2
1367,99,1,0.1
1367,9,2,0.05
1368,55,3,0.2
1368,25,5,0.3
1368,27,3,0.0
1368,22,5,0.3
1368,98,3,0.15
1369,43,4,0.0
1369,53,2,0.1
1370,90,3,0.15
1370,78,1,0.0
1370,52,1,0.05
1370,63,1,0.15
1371,90,4,0.05
1371,75,5,0.3
1371,67,2,0.2
1372,55,1,0.0
1372,5,5,0.2
1372,19,2,22.0
1373,46,3,0.2
1373,97,5,0.0
1374,77,5,0.0
1374,81,1,0.0
1374,26,4,0.3
1375,42,5,0.0
1375,83,3,0.15
1375,15,4,0.15
1376,46,5,0.1
1376,49,5,16.0
1377,66,3,0.0
1377,35,5,9.0
1378,21,1,0.1
1378,27,1,0.3
1379,16,1,0.3
1379,19,3,0.05
1379,21,5,0.1
1380,78,2,0.0
1380,66,4,0.3
1380,66,5,0.0
1380,65,3,0.0
1380,19,3,0.15
1381,27,1,0.0
1381,28,4,0.2
1382,65,4,0.0
1382,35,1,0.15
1382,22,5,0.0
1383,63,2,0.1
1383,35,2,0.15
1383,99,4,0.0
1383,63,2,0.2
1383,6,1,0.3
1383,51,4,0.0
1384,96,4,0.15
1384,80,4,0.2
1384,97,1,0.05
1385,10,2,0.15
1385,48,2,0.0
1385,79,1,0.05
1385,57,4,0.1
1386,77,2,0.0
1386,98,2,0.05
1386,23,1,0.0
1386,95,4,0.0
1387,71,1,0.05
1387,70,1,0.15
1387,74,1,0.0
1387,76,4,0.0
1388,50,1,0.0
1388,16,1,0.3
1389,16,2,18.0
1389,27,3,0.3
1389,78,3,0.2
1389,67,1,0.1
1390,52,4,0.05
1390,10,4,0.0
1391,69,4,0.0
1391,61,1,0.05
1391,63,5,0.05
1392,81,4,0.15
1392,63,4,0.15
1393,36,2,0.0
1393,14,3,0.2
1394,87,2,0.15
1394,98,1,0.0
1394,13,1,0.15
1395,31,1,0.2
1395,63,1,0.0
1395,76,4,0.3
1396,26,4,0.05
1396,26,3,0.2
1396,82,5,0.3
1396,10,2,0.0
1397,27,1,0.3
1398,14,4,0.1
1398,63,5,0.05
1399,92,2,0.1
1399,93,5,0.05
1399,36,4,0.0
1400,31,2,0.0
1400,60,3,0.15
1400,55,5,0.2
1400,66,2,0.2
1401,55,4,0.0
1401,71,5,0.05
1401,96,3,0.15
1402,81,5,0.0
1402,61,1,0.0
1402,19,5,0.15
1402,14,3,0.15
1403,92,5,0.0
1403,8,2,0.0
1403,33,5,0.0
1404,85,2,0.15
1404,71,1,0.05
1405,48,3,0.0
1405,22,4,0.15
1406,92,4,0.15
1406,56,3,0.0
1406,9572,1,0.0
1406,87,1,0.2
1407,9097,1,0.05
1408,46,2,0.15
1409,28,3,0.05
1409,44,3,0.3
1409,92,2,0.0
1409,67,5,8.0
1410,67,2,0.0
1410,44,1,0.15
1410,28,2,0.0
1410,7,5,0.0
1411,5,1,0.3
1411,77,4,0.3
1411,77,3,0.3
1411,18,3,0.0
1412,70,5,0.3
1412,17,-2,0.15
1412,51,1,0.0
1413,12,3,0.0
1413,26,3,0.3
1413,84,2,0.0
1413,68,5,0.15
1413,46,5,0.0
1413,90,3,0.15
1414,30,2,0.0
1414,9,1,0.0
1415,76,1,0.0
1415,81,4,0.3
1415,15,2,0.0
1416,29,1,0.0
1416,52,2,0.2
1416,67,5,0.05
1416,89,4,0.0
1416,53,5,0.0
1417,38,5,0.05
1418,61,3,0.15
1418,84,5,0.2
1418,77,4,0.15
1419,93,2,0.1
1419,10,4,0.15
1419,78,3,0.2
1419,25,5,0.15
1420,76,3,0.05
1420,36,4,0.3
1420,60,3,0.2
1421,82,4,0.1
1421,84,4,0.3
1421,71,2,0.0
1421,97,1,0.0
1422,48,1,0.0
1422,32,3,7.0
1422,68,5,0.3
1423,27,1,0.0
1423,92,5,0.05
1423,70,5,0.0
1423,45,2,0.3
1424,7,2,0.0
1424,77,4,0.3
1424,1,3,0.05
1424,57,3,0.0
1425,43,4,0.0
1425,89,1,0.2
1426,10,4,0.0
1426,18,1,0.0
1426,37,4,0.3
1427,13,4,0.3
1427,9,2,0.2
1427,45,3,0.05
1428,65,2,0.0
1428,49,2,0.2
1428,36,2,0.15
1428,32,3,0.0
1429,99,3,0.1
1429,62,2,0.0
1429,86,5,0.0
1429,30,2,0.05
1429,51,5,0.15
1429,88,2,0.0
1429,15,2,0.15
1430,71,5,0.05
1430,24,4,0.0
1431,100,3,0.15
1432,74,2,0.0
1432,60,2,0.0
1432,60,1,0.0
1433,45,1,22.0
1433,18,2,0.0
1433,79,4,0.15
1434,52,1,0.3
1434,49,5,0.0
1435,26,5,0.05
1435,53,4,0.05
1436,59,3,0.0
1437,75,1,0.0
1437,54,3,0.0
1437,56,1,0.15
1438,91,3,15.0
1438,46,5,0.0
1438,84,3,0.0
1438,89,5,0.0
1439,24,3,0.0
1439,92,5,0.2
1440,41,5,0.3
1440,67,3,0.0
1441,57,1,0.15
1442,40,4,0.15
1442,2,3,0.0
1442,24,5,0.0
1442,27,5,0.0
1442,93,2,0.2
1443,44,3,0.15
1444,68,1,30.0
1445,15,0,0.0
1445,81,5,0.0
1445,76,3,0.0
1446,86,4,0.1
1446,45,5,0.3
1447,86,2,0.05
1447,22,5,0.1
1447,65,1,0.1
1448,42,3,0.2
1448,81,3,0.3
1449,81,1,0.05
1450,30,3,0.2
1450,24,1,0.2
1450,51,3,0.0
1450,47,4,0.05
1451,5,4,0.3
1451,80,1,0.2
1452,96,5,0.0
1452,51,3,0.3
1452,79,2,0.0
1453,25,1,0.15
1453,52,1,0.2
1453,56,3,14.0
1454,29,2,0.1
1454,27,1,0.0
1455,90,3,0.0
1455,24,3,0.1
1455,84,3,0.05
1455,4,4,0.05
1455,77,2,0.3
1456,74,1,0.0
1456,28,4,0.15
1456,81,4,0.1
1456,75,2,0.0
1457,47,4,0.0
1457,89,2,0.0
1457,95,4,0.15
1458,44,1,0.2
1458,93,3,21.0
1458,11,1,0.05
1459,5,3,0.2
1460,56,3,0.0
1460,42,2,0.0
1461,97,5,0.05
1461,89,2,0.15
1461,11,5,0.1
1462,10,3,0.05
1462,86,1,0.0
1462,73,3,0.3
1463,52,2,0.0
1463,89,3,0.3
1463,81,2,0.0
1463,11,3,0.3
1464,59,4,0.0
1464,40,2,0.0
1465,24,2,0.0
1465,58,2,0.2
1465,39,4,0.0
1466,63,2,0.2
1466,78,1,0.3
1467,68,2,0.0
1467,9521,2,0.2
1467,89,5,0.0
1468,7,3,0.0
1468,88,1,0.1
1469,80,2,0.2
1470,100,1,0.0
1470,44,3,0.2
1471,5,4,0.0
1471,75,5,0.15
1471,54,1,0.0
1472,28,3,0.1
1472,93,1,0.0
1472,100,3,0.05
1472,11,5,0.0
1472,60,2,0.3
1473,47,4,0.0
1473,21,3,0.3
1473,99,4,0.0
1474,66,5,0.0
1474,47,2,0.3
1474,8,5,0.2
1474,69,1,0.0
1475,70,2,0.3
1475,43,3,0.2
1476,53,4,0.3
1476,13,1,0.0
1476,72,1,0.05
1477,25,3,0.1
1477,91,5,0.0
1477,23,1,0.1
1477,18,4,0.1
1477,22,5,0.3
1478,18,5,0.0
1478,45,5,0.3
1478,49,1,0.2
1479,90,4,0.1
1479,11,5,0.3
1479,74,3,0.0
1479,99,1,0.3
1480,2,5,0.0
1480,63,2,0.1
1480,13,2,0.05
1480,62,3,0.3
1481,52,4,0.1
1481,64,2,0.0
1481,4,2,0.0
1482,40,2,0.0
1482,66,2,0.2
1482,84,2,0.0
1483,35,4,0.0
1483,58,1,0.05
1483,55,5,0.3
1484,24,2,0.0
1484,94,2,0.15
1485,22,3,0.1
1485,85,1,0.15
1485,63,4,0.1
1486,46,2,0.15
1486,26,2,0.1
1486,28,5,0.0
1486,8,5,0.15
1487,40,1,0.1
1487,25,1,0.2
1488,69,1,0.1
1488,90,5,0.0
1488,29,2,2.14
1488,26,1,0.0
1489,71,2,0.0
1489,67,2,0.2
1489,80,3,0.3
1489,77,4,0.1
1490,63,3,19.0
1490,24,3,0.0
1491,69,3,0.05
1491,1,2,0.2
1491,26,5,0.3
1492,49,4,0.05
1492,61,5,0.3
1493,48,4,0.0
1493,17,3,0.0
1493,69,1,0.1
1493,76,1,0.0
1494,62,5,0.05
1494,84,4,0.0
1494,81,1,0.0
1495,36,4,0.0
1495,29,5,0.0
1495,10,4,0.15
1495,59,-1,0.1
1496,67,4,0.0
1496,100,5,0.2
1496,67,4,0.0
1497,59,1,0.15
1497,26,1,0.3
1497,94,3,0.1
1498,18,3,0.1
1498,16,5,0.15
1498,63,1,0.1
1498,81,5,0.05
1499,41,5,0.1
1499,25,5,0.0
1499,99,2,0.05
1499,94,2,0.2
1500,33,5,0.3
1500,28,5,0.3
1500,89,1,0.1
1500,9351,1,0.1
1501,83,5,0.3
1501,83,2,0.0
1501,86,4,0.15
1501,7,0,0.0
1501,86,2,0.0
1502,98,4,0.3
1502,66,4,0.05
1502,64,5,0.2
1502,56,4,0.0
1503,12,4,0.05
1504,55,4,0.05
1505,30,3,0.0
1505,20,3,0.15
1505,1,4,0.3
1506,34,3,0.0
1506,82,2,0.1
1507,89,4,0.05
1507,72,2,0.3
1507,51,5,0.3
1507,100,5,0.0
1508,83,5,22.0
1508,84,4,0.0
1508,22,2,0.2
1508,100,4,0.2
1509,67,0,0.0
1509,68,4,0.3
1509,70,2,0.05
1509,63,5,0.15
1510,84,2,0.2
1511,37,1,0.0
1511,47,5,0.0
1511,52,5,0.0
1512,56,1,17.0
1512,72,2,0.15
1512,73,4,0.0
1512,82,4,0.0
1513,41,1,0.05
1514,65,4,0.0
1515,21,2,0.0
1515,45,3,0.15
1515,66,3,0.15
1515,80,4,0.0
1515,70,4,0.0
1516,90,5,0.1
1517,75,1,16.0
1517,79,5,0.1
1517,4,5,0.0
1518,94,2,0.1
1519,15,3,0.2
1519,14,4,0.2
1519,10,3,0.15
1520,60,3,0.0
1520,99,2,0.05
1520,2,2,0.0
1521,17,4,0.2
1521,96,4,0.1
1522,56,2,0.05
1522,22,4,0.1
1522,51,4,0.0
1523,91,5,0.15
1523,9,4,0.1
1524,31,5,0.3
1524,41,5,0.0
1524,98,4,0.0
1524,28,1,0.3
1525,67,2,0.2
1525,17,5,0.05
1525,5,1,0.0
1525,100,5,0.0
1526,43,1,0.2
1526,7,4,0.0
1526,98,2,0.0
1527,69,5,0.15
1527,50,5,0.1
1527,10,1,0.05
1527,66,4,0.15
1527,68,5,0.0
1528,70,3,0.15
1528,97,5,0.0
1528,99,5,0.05
1528,55,3,0.3
1529,9685,4,0.3
1529,71,1,0.15
1529,3,1,0.2
1529,20,1,0.05
1530,11,3,0.1
1530,21,5,0.1
1530,30,5,0.15
1531,34,1,0.05
1531,24,5,0.05
1532,79,3,0.0
1532,82,5,0.3
1533,80,1,0.0
1534,81,2,0.0
1534,10,1,16.0
1534,38,5,0.0
1534,46,3,0.15
1534,37,3,0.3
1534,59,5,0.15
1535,35,4,0.3
1535,74,4,0.3
1535,84,3,0.05
1535,86,4,0.05
1536,53,5,0.2
1537,60,5,0.05
1537,57,3,0.0
1537,16,3,0.3
1538,85,1,0.15
1539,98,1,0.3
1539,58,5,0.1
1539,97,4,0.0
1539,73,4,0.15
1540,6,5,0.1
1540,88,1,0.15
1540,57,1,0.3
1540,81,4,0.0
1541,86,1,0.1
1541,82,4,0.0
1541,97,3,12.0
1542,89,4,0.3
1542,58,5,0.15
1542,47,2,0.1
1543,59,2,0.3
1543,47,4,0.3
1543,9004,5,0.0
1544,75,4,0.15
1544,43,5,13.0
1545,53,3,0.2
1545,84,3,0.1
1546,28,5,0.0
1546,98,2,0.3
1547,98,4,0.05
1547,67,5,0.2
1547,17,3,0.2
1547,66,4,0.0
1548,59,3,0.2
1548,72,2,0.05
1549,64,2,0.0
1549,91,2,0.1
1550,71,1,0.0
1550,47,3,0.0
1550,28,4,0.1
1551,43,2,0.05
1551,90,4,0.15
1551,84,2,0.0
1551,71,4,0.0
1552,53,4,0.2
1552,25,3,0.2
1552,79,4,0.15
1553,20,4,0.3
1553,16,4,0.0
1553,85,5,2.17
1553,81,4,0.0
1554,66,5,0.0
1554,61,1,0.1
1555,56,2,38.0
1555,72,3,39.0
1555,47,1,0.15
1556,61,3,0.15
1556,51,3,0.15
1556,97,5,0.0
1557,35,2,0.0
1557,6,1,0.2
1557,73,3,0.15
1558,85,5,0.0
1558,13,4,0.15
1559,26,5,0.0
1559,49,3,0.05
1559,82,3,0.1
1559,43,3,0.0
1560,45,2,0.2
1560,35,2,8.0
1560,68,5,0.3
1561,84,1,0.2
1561,74,4,0.2
1562,36,1,0.3
1562,8,4,0.15
1562,54,2,0.05
1563,13,3,0.0
1563,97,3,0.15
1563,77,1,0.0
1563,68,1,0.1
1564,59,1,0.15
1564,34,4,0.05
1564,83,2,0.0
1564,71,2,0.2
1565,24,4,0.2
1565,1,1,0.05
1565,22,1,0.05
1565,89,4,0.0
1566,91,5,0.0
1566,70,3,0.1
1566,79,4,0.2
1566,74,1,0.05
1567,13,3,0.2
1568,65,5,0.0
1568,32,4,0.15
1569,90,4,0.0
1569,97,5,0.05
1570,51,2,0.3
1570,27,1,0.1
1570,89,5,0.2
1570,43,4,0.0
1571,100,2,0.05
1571,71,1,0.05
1571,71,3,0.0
1571,62,5,0.0
1572,95,1,0.0
1572,9915,3,0.1
1572,21,2,0.1
1573,69,3,0.05
1573,82,4,0.15
1573,69,2,0.15
1574,87,5,0.2
1574,100,3,0.0
1574,98,1,1.84
1574,14,4,0.3
1574,93,1,0.0
1575,69,3,0.2
1575,21,5,0.0
1575,82,1,0.0
1575,45,2,0.05
1575,50,2,0.3
1575,14,2,0.05
1576,26,4,0.3
1576,84,2,0.0
1577,83,3,0.3
1577,36,1,0.3
1577,49,2,0.0
1578,72,5,0.15
1578,46,1,0.0
1578,13,1,0.2
1578,47,4,0.0
1578,18,5,0.3
1579,12,4,0.05
1579,30,0,0.0
1579,62,1,0.05
1580,58,5,0.0
1580,64,1,0.0
1580,92,4,0.0
1581,87,2,0.15
1581,10,1,0.0
1581,15,4,0.1
1581,96,4,0.0
1582,1,2,0.0
1582,8,5,0.2
1582,93,1,0.15
1583,12,1,0.1
1583,41,5,0.05
1583,63,2,0.1
1584,19,2,0.1
1584,20,4,0.2
1584,14,4,0.3
1584,58,-2,0.3
1585,50,3,0.0
1585,84,5,0.0
1585,43,5,0.2
1586,15,5,0.0
1586,93,1,0.15
1586,87,1,0.15
1586,83,1,0.15
1586,6,5,0.15
1587,96,1,0.0
1587,78,2,0.2
1587,5,3,0.05
1588,23,4,0.0
1588,99,2,0.15
1589,55,2,0.2
1589,78,3,21.0
1590,72,3,0.1
1590,84,1,0.05
1590,60,2,0.05
1590,52,5,0.3
1591,16,5,0.0
1591,78,3,0.1
1591,83,1,0.0
1591,48,5,0.1
1592,92,1,0.0
1592,65,2,0.0
1592,42,2,0.1
1592,10,4,0.15
1592,84,2,0.15
1593,76,4,0.0
1593,95,4,0.05
1593,73,5,0.0
1594,13,3,30.0
1594,43,5,0.05
1595,14,4,0.2
1595,11,2,0.3
1595,15,5,0.0
1596,12,4,0.3
1596,67,4,0.2
1597,87,4,0.15
1597,66,5,0.0
1597,43,4,0.3
1598,63,4,0.0
1598,39,3,0.0
1599,35,1,0.1
1599,62,5,0.15
1599,68,4,0.2
1600,56,5,0.0
1601,82,1,0.1
1601,55,3,0.0
1602,13,4,0.15
1602,20,1,0.15
1602,57,4,0.2
1603,98,2,0.15
1603,92,5,0.15
1603,44,4,0.15
1603,7,3,0.3
1604,17,1,0.0
1604,78,4,0.3
1604,5,1,0.3
1604,40,3,0.0
1605,94,5,0.05
1605,100,3,0.0
1605,71,4,0.0
1605,75,5,0.15
1606,35,1,0.1
1606,40,3,0.0
1606,30,4,0.2
1607,81,5,0.1
1607,40,3,0.0
1607,9061,3,0.2
1607,94,5,0.1
1608,49,1,0.05
1608,52,1,0.05
1608,76,4,0.2
1608,1,4,0.05
1609,81,3,0.3
1609,62,0,0.0
1610,87,5,0.3
1610,87,2,0.0
1610,96,1,0.1
1610,70,3,0.2
1611,94,2,0.05
1611,73,4,0.0
1611,31,2,0.1
1611,49,4,0.0
1612,39,2,0.15
1612,29,2,0.05
1612,45,1,0.0
1612,96,5,0.0
1613,91,4,0.0
1613,97,5,0.15
1613,4,2,0.3
1613,80,5,0.0
1613,69,1,0.0
1614,30,1,9.0
1615,71,1,0.3
1616,31,4,0.05
1616,54,2,0.2
1616,20,2,0.1
1617,60,4,0.0
1618,86,5,0.0
1618,27,5,0.0
1619,53,3,0.0
1619,62,3,0.15
1619,62,2,0.05
1620,55,2,0.0
1620,75,3,0.0
1620,82,-2,0.1
1620,90,1,0.0
1621,87,4,0.0
1621,40,5,0.2
1622,61,4,0.3
1622,97,3,0.05
1622,87,5,0.05
1623,63,3,0.0
1623,35,3,0.05
1623,86,5,0.2
1624,51,2,0.0
1624,98,5,0.1
1625,14,4,0.2
1626,40,5,0.0
1626,7,5,0.15
1626,26,2,0.15
1627,69,3,0.15
1627,97,5,0.0
1627,49,1,0.15
1627,50,4,0.2
1628,77,4,0.05
1628,63,5,0.2
1628,20,1,0.15
1629,96,5,0.15
1629,50,2,0.2
1629,20,3,0.2
1629,7,1,0.0
1630,87,1,0.3
1630,89,5,0.0
1630,89,3,0.0
1631,32,2,0.0
1631,20,5,30.0
1632,19,5,0.05
1632,27,5,0.05
1632,51,3,0.3
1632,36,1,0.3
1632,27,2,0.2
1633,62,2,0.05
1633,27,3,0.2
1633,84,5,0.0
1633,76,2,0.3
1634,48,3,0.0
1634,38,2,0.1
1634,15,1,0.3
